wikidata_id,label,uri
Q381580,Aeronauticum,http://www.wikidata.org/entity/Q381580
Q3605995,Aeronautica Lombarda A.R.,http://www.wikidata.org/entity/Q3605995
Q11613846,Aeronautical Safety College,http://www.wikidata.org/entity/Q11613846
Q108741387,Aeronautics and Space Research Organization,http://www.wikidata.org/entity/Q108741387
Q2662794,aeronautical station,http://www.wikidata.org/entity/Q2662794
Q16001966,Aeronautica Lombarda AL-12P,http://www.wikidata.org/entity/Q16001966
Q2578078,Canadian Forces Air Command,http://www.wikidata.org/entity/Q2578078
Q27961305,"Palazzo Aeronautica, Rome",http://www.wikidata.org/entity/Q27961305
Q4688357,Aeronautical Operational Control,http://www.wikidata.org/entity/Q4688357
Q5300117,Aeronautical Institute of Bangladesh,http://www.wikidata.org/entity/Q5300117
Q1941515,aeronautical mobile (OR) service,http://www.wikidata.org/entity/Q1941515
Q25245366,pilot decision making,http://www.wikidata.org/entity/Q25245366
Q12749544,Aeronautical Union of Serbia,http://www.wikidata.org/entity/Q12749544
Q19279664,aeronautical radionavigation-satellite service,http://www.wikidata.org/entity/Q19279664
Q15835431,aeronautical mobile-satellite (R) service,http://www.wikidata.org/entity/Q15835431
Q4688356,Aeronautical Message Handling System,http://www.wikidata.org/entity/Q4688356
Q15835430,aeronautical mobile-satellite (OR) service,http://www.wikidata.org/entity/Q15835430
Q10348380,aeronautical pentathlon at the 2011 Military World Games,http://www.wikidata.org/entity/Q10348380
Q83321607,aeronautical pentathlon at the 2019 Military World Games,http://www.wikidata.org/entity/Q83321607
Q1941517,aeronautical mobile (R) service,http://www.wikidata.org/entity/Q1941517
Q124504745,aeronautics at the 1936 Summer Olympics,http://www.wikidata.org/entity/Q124504745
Q21948585,aeronautical earth station,http://www.wikidata.org/entity/Q21948585
Q131800504,Q131800504,http://www.wikidata.org/entity/Q131800504
Q4688368,Aeronautics Reference,http://www.wikidata.org/entity/Q4688368
Q23808278,Aeronautical Syndicate Ltd,http://www.wikidata.org/entity/Q23808278
Q56292250,Aeronautica Bonomi,http://www.wikidata.org/entity/Q56292250
Q4688362,Aeronautical and Space Medicine Unit,http://www.wikidata.org/entity/Q4688362
Q4688358,Aeronautical Rescue Coordination Centre,http://www.wikidata.org/entity/Q4688358
Q4688353,Aeronautical Emergency Communications System Plan,http://www.wikidata.org/entity/Q4688353
Q10286464,Airway Fund,http://www.wikidata.org/entity/Q10286464
Q85739931,Aeronautical Development Establishment,http://www.wikidata.org/entity/Q85739931
Q20312432,Aeronautical Code signal,http://www.wikidata.org/entity/Q20312432
Q16306529,Aeronautical Radio of Thailand,http://www.wikidata.org/entity/Q16306529
Q4688355,Aeronautical Information Manual,http://www.wikidata.org/entity/Q4688355
Q117808650,Aeronautical and Support Equipment Type Designation System,http://www.wikidata.org/entity/Q117808650
Q29018593,Aeronautical pipe,http://www.wikidata.org/entity/Q29018593
Q4688364,Aeronautical chart conventions,http://www.wikidata.org/entity/Q4688364
Q4688354,Aeronautical Engineering Review,http://www.wikidata.org/entity/Q4688354
Q2096661,Abkhazian Air Force,http://www.wikidata.org/entity/Q2096661
Q1640622,Gabon Air Force,http://www.wikidata.org/entity/Q1640622
Q66295537,Aeronautical Files (NAID 12059184),http://www.wikidata.org/entity/Q66295537
Q66348954,Aeronautics & Space Report (NAID 4051451),http://www.wikidata.org/entity/Q66348954
Q67417074,Aeronautics and Space Report from NASA Headquarters (NAID 101938001),http://www.wikidata.org/entity/Q67417074
Q66348972,Aeronautics & Space Report (NAID 4319778),http://www.wikidata.org/entity/Q66348972
Q130213689,Aeronautical Radio Operator (Japan),http://www.wikidata.org/entity/Q130213689
Q66196678,Aeronautical Chart Updating Manuals (NAID 5956621),http://www.wikidata.org/entity/Q66196678
Q134250783,Aeronautics and Astronautics Research Center,http://www.wikidata.org/entity/Q134250783
Q66348975,Aeronautics & Space Report (NAID 3938596),http://www.wikidata.org/entity/Q66348975
Q118090284,Aeronautical Data Format,http://www.wikidata.org/entity/Q118090284
Q66147261,Aeronautical Manuals Relating to the Data Managers Section (NAID 7866456),http://www.wikidata.org/entity/Q66147261
Q66349021,Aeronautics & Space Report (NAID 44762),http://www.wikidata.org/entity/Q66349021
Q66349013,Aeronautics & Space Report (NAID 44625),http://www.wikidata.org/entity/Q66349013
Q66349016,Aeronautics & Space Report (NAID 44627),http://www.wikidata.org/entity/Q66349016
Q106989778,Aeronautical statutes and related materials,http://www.wikidata.org/entity/Q106989778
Q64207314,Aeronautical Chart Index Catalogs (NAID 66539013),http://www.wikidata.org/entity/Q64207314
Q66348978,Aeronautics & Space Report (NAID 3960414),http://www.wikidata.org/entity/Q66348978
Q66348970,Aeronautics & Space Report (NAID 4230486),http://www.wikidata.org/entity/Q66348970
Q66150504,Aeronautical Technical Manuals and Handbooks (NAID 7586466),http://www.wikidata.org/entity/Q66150504
Q66348973,Aeronautics & Space Report (NAID 4335323),http://www.wikidata.org/entity/Q66348973
Q64394042,Aeronautical Chart Specifications (NAID 27023455),http://www.wikidata.org/entity/Q64394042
Q64277209,Aeronautical Atlas Charts (NAID 44276838),http://www.wikidata.org/entity/Q64277209
Q124465661,Aeronautical band leakage assessment in high split HFC plant,http://www.wikidata.org/entity/Q124465661
Q66348996,Aeronautics & Space Report (NAID 103401),http://www.wikidata.org/entity/Q66348996
Q66348953,Aeronautics & Space Report (NAID 4051450),http://www.wikidata.org/entity/Q66348953
Q66348957,Aeronautics & Space Report (NAID 4076509),http://www.wikidata.org/entity/Q66348957
Q112866626,Q112866626,http://www.wikidata.org/entity/Q112866626
Q66280406,Aeronautical Project Files (NAID 16624115),http://www.wikidata.org/entity/Q66280406
Q66348980,Aeronautics & Space Report (NAID 3983793),http://www.wikidata.org/entity/Q66348980
Q67515619,Aeronautics & Space Report (NAID 103387),http://www.wikidata.org/entity/Q67515619
Q66348965,Aeronautics & Space Report (NAID 4179633),http://www.wikidata.org/entity/Q66348965
Q64394060,Aeronautical Chart Specifications (NAID 27047207),http://www.wikidata.org/entity/Q64394060
Q66330055,Aeronautics and Space Report No. 90: Tornado (NAID 48862),http://www.wikidata.org/entity/Q66330055
Q66348976,Aeronautics & Space Report (NAID 3938600),http://www.wikidata.org/entity/Q66348976
Q122675246,Aeronautic Lighthouse,http://www.wikidata.org/entity/Q122675246
Q66349019,Aeronautics & Space Report (NAID 44750),http://www.wikidata.org/entity/Q66349019
Q66348994,Aeronautics & Space Report (NAID 103397),http://www.wikidata.org/entity/Q66348994
Q67515645,Aeronautics & Space Report (NAID 103434),http://www.wikidata.org/entity/Q67515645
Q66280368,Aeronautical Research and Engineering Subject Files (NAID 16624157),http://www.wikidata.org/entity/Q66280368
Q66322639,Aeronautics and Space Report No. 84 (NAID 102037076),http://www.wikidata.org/entity/Q66322639
Q66348982,Aeronautics & Space Report (NAID 3983805),http://www.wikidata.org/entity/Q66348982
Q66348966,Aeronautics & Space Report (NAID 4186438),http://www.wikidata.org/entity/Q66348966
Q67419928,Aeronautics and Space Report (NAID 101938688),http://www.wikidata.org/entity/Q67419928
Q67515616,Aeronautics & Space Report (NAID 103382),http://www.wikidata.org/entity/Q67515616
Q66348998,Aeronautics & Space Report (NAID 103433),http://www.wikidata.org/entity/Q66348998
Q67515631,Aeronautics & Space Report (NAID 103403),http://www.wikidata.org/entity/Q67515631
Q66348997,Aeronautics & Space Report (NAID 103407),http://www.wikidata.org/entity/Q66348997
Q67417232,Aeronautics and Space Report (NAID 101938061),http://www.wikidata.org/entity/Q67417232
Q67515621,Aeronautics & Space Report (NAID 103392),http://www.wikidata.org/entity/Q67515621
Q67424053,Aeronautics and Space Report (NAID 101939410),http://www.wikidata.org/entity/Q67424053
Q66349020,Aeronautics & Space Report (NAID 44754),http://www.wikidata.org/entity/Q66349020
Q66349023,Aeronautics & Space Report (NAID 44768),http://www.wikidata.org/entity/Q66349023
Q66348993,Aeronautics & Space Report (NAID 103385),http://www.wikidata.org/entity/Q66348993
Q110593676,Textbooks > Engineering > Aeronautics,http://www.wikidata.org/entity/Q110593676
Q67515651,Aeronautics & Space Report (NAID 103448),http://www.wikidata.org/entity/Q67515651
Q67421333,Aeronautics and Space Report (NAID 101938971),http://www.wikidata.org/entity/Q67421333
Q66194259,Aeronautical Patents Reference Files (NAID 6037519),http://www.wikidata.org/entity/Q66194259
Q84507102,Aeronautical Museum Baradero Vicente 'Tito' Churín,http://www.wikidata.org/entity/Q84507102
Q66348974,Aeronautics & Space Report (NAID 3938595),http://www.wikidata.org/entity/Q66348974
Q66349011,Aeronautics & Space Report (NAID 44623),http://www.wikidata.org/entity/Q66349011
Q66349018,Aeronautics & Space Report (NAID 44748),http://www.wikidata.org/entity/Q66349018
Q66348992,Aeronautics & Space Report (NAID 103377),http://www.wikidata.org/entity/Q66348992
Q66348981,Aeronautics & Space Report (NAID 3983797),http://www.wikidata.org/entity/Q66348981
Q66348979,Aeronautics & Space Report (NAID 3963006),http://www.wikidata.org/entity/Q66348979
Q66348963,Aeronautics & Space Report (NAID 4158308),http://www.wikidata.org/entity/Q66348963
Q66348995,Aeronautics & Space Report (NAID 103399),http://www.wikidata.org/entity/Q66348995
Q66262520,Aeronautical Planning Charts (NAID 2490303),http://www.wikidata.org/entity/Q66262520
Q66182766,Aeronautical Planning Charts (NAID 644101),http://www.wikidata.org/entity/Q66182766
Q130481854,Aeronautical display system and method,http://www.wikidata.org/entity/Q130481854
Q67620513,Aeronautics (NAID 1257630),http://www.wikidata.org/entity/Q67620513
Q66348968,Aeronautics & Space Report (NAID 4212456),http://www.wikidata.org/entity/Q66348968
Q67419190,Aeronautics and Space Report (NAID 101938550),http://www.wikidata.org/entity/Q67419190
Q66349022,Aeronautics & Space Report (NAID 44766),http://www.wikidata.org/entity/Q66349022
Q67515642,"AERONAUTICS & SPACE REPORT, APRIL 1972 (NAID 103425)",http://www.wikidata.org/entity/Q67515642
Q65553295,Aeronautical Military Museum,http://www.wikidata.org/entity/Q65553295
Q66348952,Aeronautics & Space Report (NAID 4051448),http://www.wikidata.org/entity/Q66348952
Q64306648,Aeronautical Charts Covering Alaska and the Philippines (NAID 2637953),http://www.wikidata.org/entity/Q64306648
Q64207784,Aeronautical Chart Date List (NAID 66539014),http://www.wikidata.org/entity/Q64207784
Q66147796,Aeronautics Technical Publications from the Bureau of Aeronautics (NAID 7840397),http://www.wikidata.org/entity/Q66147796
Q64401192,Aeronautical Specifications (NAID 6341139),http://www.wikidata.org/entity/Q64401192
Q66324943,Aeronautics and Space Highlights (1982) - 1983 (NAID 54178),http://www.wikidata.org/entity/Q66324943
Q66348959,Aeronautics & Space Report (NAID 4076513),http://www.wikidata.org/entity/Q66348959
Q66147262,Aeronautical Technical Publications Relating to the Policy and Procedures Section (NAID 7866455),http://www.wikidata.org/entity/Q66147262
Q66348961,Aeronautics & Space Report (NAID 4157655),http://www.wikidata.org/entity/Q66348961
Q67418856,Aeronautical Science Report (NAID 101938479),http://www.wikidata.org/entity/Q67418856
Q64208315,Aeronautical Primary Program Photographs (NAID 7290304),http://www.wikidata.org/entity/Q64208315
Q66348960,Aeronautics & Space Report (NAID 4076517),http://www.wikidata.org/entity/Q66348960
Q66181856,Aeronautical Approach Charts (NAID 649825),http://www.wikidata.org/entity/Q66181856
Q66252899,Aeronautical Chart Symbols Pamphlet (NAID 2735548),http://www.wikidata.org/entity/Q66252899
Q66145658,Aeronautical Technical Manuals and Handbooks (NAID 7906952),http://www.wikidata.org/entity/Q66145658
Q66349000,Aeronautics & Space Report (NAID 103458),http://www.wikidata.org/entity/Q66349000
Q66348984,Aeronautics & Space Report (NAID 4042932),http://www.wikidata.org/entity/Q66348984
Q64183035,Aeronautical Engineering Reports (NAID 102260311),http://www.wikidata.org/entity/Q64183035
Q66194258,Aeronautical Patents Reference Files Index (NAID 6037520),http://www.wikidata.org/entity/Q66194258
Q66349012,Aeronautics & Space Report (NAID 44624),http://www.wikidata.org/entity/Q66349012
Q66149619,Aeronautical Publications (NAID 7695049),http://www.wikidata.org/entity/Q66149619
Q130482021,Aeronautical display system and method,http://www.wikidata.org/entity/Q130482021
Q64266398,Aeronautical Manufacturer Planning Report History Files (NAID 23869587),http://www.wikidata.org/entity/Q64266398
Q123194989,Aeronautical laminated glazing with minimum deformation in the event of all of the glass sheets of same breaking,http://www.wikidata.org/entity/Q123194989
Q116003347,Aeronautical Industries,http://www.wikidata.org/entity/Q116003347
Q122763576,aeronautical drafter,http://www.wikidata.org/entity/Q122763576
Q66147824,Aeronautical Publications (NAID 7840368),http://www.wikidata.org/entity/Q66147824
Q66162384,Aeronautical Charts (NAID 7269264),http://www.wikidata.org/entity/Q66162384
Q66349026,Aeronautics & Space Report (NAID 44782),http://www.wikidata.org/entity/Q66349026
Q124525755,"Laboratoire de recherche en commande active, avionique et aéroservoélasticité",http://www.wikidata.org/entity/Q124525755
Q66348969,Aeronautics & Space Report (NAID 4212533),http://www.wikidata.org/entity/Q66348969
Q66349025,Aeronautics & Space Report (NAID 44778),http://www.wikidata.org/entity/Q66349025
Q64394046,Aeronautical Chart Specifications (NAID 27023461),http://www.wikidata.org/entity/Q64394046
Q66349015,Aeronautics & Space Report (NAID 44626),http://www.wikidata.org/entity/Q66349015
Q66349024,Aeronautics & Space Report (NAID 44772),http://www.wikidata.org/entity/Q66349024
Q66348999,Aeronautics & Space Report (NAID 103445),http://www.wikidata.org/entity/Q66348999
Q66348967,Aeronautics & Space Report (NAID 4212246),http://www.wikidata.org/entity/Q66348967
Q5655738,Aeronautical Polytechnic Academy,http://www.wikidata.org/entity/Q5655738
Q66349017,Aeronautics & Space Report (NAID 44628),http://www.wikidata.org/entity/Q66349017
Q120798944,aeronautical pentathlon at the 2015 Military World Games,http://www.wikidata.org/entity/Q120798944
Q66348964,Aeronautics & Space Report (NAID 4158310),http://www.wikidata.org/entity/Q66348964
Q66348971,Aeronautics & Space Report (NAID 4233282),http://www.wikidata.org/entity/Q66348971
Q66348955,Aeronautics & Space Report (NAID 4051457),http://www.wikidata.org/entity/Q66348955
Q67659823,AERONAUTICAL AND SPACE SCIENCE COMMISSION APOLLO PROGRAM WITH DR. THOMAS PAINE (NAID 133963),http://www.wikidata.org/entity/Q67659823
Q64207380,Aeronautical Publications (NAID 65821268),http://www.wikidata.org/entity/Q64207380
Q118521747,Aeronautical Federation of Kosovo,http://www.wikidata.org/entity/Q118521747
Q67417475,Aeronautics and Space Report (NAID 101938151),http://www.wikidata.org/entity/Q67417475
Q130236362,aeronautical climatology,http://www.wikidata.org/entity/Q130236362
Q64206101,Aeronautical Research Program Files and Files of the Research and Technology Advisory Subcommittee on Aircraft Flight Dynamics (NAID 55317062),http://www.wikidata.org/entity/Q64206101
Q64207368,Aeronautical Chart Index (NAID 65818172),http://www.wikidata.org/entity/Q64207368
Q66147288,Aeronautical Manuals for the Data Management Section (NAID 7866429),http://www.wikidata.org/entity/Q66147288
Q66283335,Aeronautical Records (NAID 1633414),http://www.wikidata.org/entity/Q66283335
Q66348958,Aeronautics & Space Report (NAID 4076512),http://www.wikidata.org/entity/Q66348958
Q133828043,aeronautics and astronautics,http://www.wikidata.org/entity/Q133828043
Q67416482,Aeronautical Space Report # 241 (NAID 101937864),http://www.wikidata.org/entity/Q67416482
Q1924897,timeline of aviation – 18th century,http://www.wikidata.org/entity/Q1924897
Q17601516,Aircraft wreckage in Atlantic confirmed to be that of missing Air France flight,http://www.wikidata.org/entity/Q17601516
Q59067272,Q59067272,http://www.wikidata.org/entity/Q59067272
Q9182322,Air Force of Burundi,http://www.wikidata.org/entity/Q9182322
Q4033477,Skystar 300,http://www.wikidata.org/entity/Q4033477
Q3942046,Royal Bhutan Army Air Arm,http://www.wikidata.org/entity/Q3942046
Q10369473,Q10369473,http://www.wikidata.org/entity/Q10369473
Q16487585,Q16487585,http://www.wikidata.org/entity/Q16487585
Q19769633,Q19769633,http://www.wikidata.org/entity/Q19769633
Q16162492,Q16162492,http://www.wikidata.org/entity/Q16162492
Q16162554,Q16162554,http://www.wikidata.org/entity/Q16162554
Q2393538,Q2393538,http://www.wikidata.org/entity/Q2393538
Q16162476,Q16162476,http://www.wikidata.org/entity/Q16162476
Q3605997,Q3605997,http://www.wikidata.org/entity/Q3605997
Q12720059,Q12720059,http://www.wikidata.org/entity/Q12720059
Q16162508,Q16162508,http://www.wikidata.org/entity/Q16162508
Q16162570,Q16162570,http://www.wikidata.org/entity/Q16162570
Q97166110,Q97166110,http://www.wikidata.org/entity/Q97166110
Q16162459,Q16162459,http://www.wikidata.org/entity/Q16162459
Q30880829,Q30880829,http://www.wikidata.org/entity/Q30880829
Q16162539,Q16162539,http://www.wikidata.org/entity/Q16162539
Q134519344,Q134519344,http://www.wikidata.org/entity/Q134519344
Q56462056,Q56462056,http://www.wikidata.org/entity/Q56462056
Q34299396,Q34299396,http://www.wikidata.org/entity/Q34299396
Q34729153,Q34729153,http://www.wikidata.org/entity/Q34729153
Q60106561,Q60106561,http://www.wikidata.org/entity/Q60106561
Q129635217,Q129635217,http://www.wikidata.org/entity/Q129635217
Q64331348,Q64331348,http://www.wikidata.org/entity/Q64331348
Q60260718,Q60260718,http://www.wikidata.org/entity/Q60260718
Q132750192,Q132750192,http://www.wikidata.org/entity/Q132750192
Q60070026,Q60070026,http://www.wikidata.org/entity/Q60070026
Q60116897,Q60116897,http://www.wikidata.org/entity/Q60116897
Q60088990,Q60088990,http://www.wikidata.org/entity/Q60088990
Q81211312,Q81211312,http://www.wikidata.org/entity/Q81211312
Q93803783,Q93803783,http://www.wikidata.org/entity/Q93803783
Q105543146,Q105543146,http://www.wikidata.org/entity/Q105543146
Q98520610,Q98520610,http://www.wikidata.org/entity/Q98520610
Q105543154,Q105543154,http://www.wikidata.org/entity/Q105543154
Q105543157,Q105543157,http://www.wikidata.org/entity/Q105543157
Q58931072,Q58931072,http://www.wikidata.org/entity/Q58931072
Q60109395,Q60109395,http://www.wikidata.org/entity/Q60109395
Q128655516,Q128655516,http://www.wikidata.org/entity/Q128655516
Q64300874,Q64300874,http://www.wikidata.org/entity/Q64300874
Q59093872,Q59093872,http://www.wikidata.org/entity/Q59093872
Q58944616,Q58944616,http://www.wikidata.org/entity/Q58944616
Q98810649,Q98810649,http://www.wikidata.org/entity/Q98810649
Q56113689,Q56113689,http://www.wikidata.org/entity/Q56113689
Q128439019,Q128439019,http://www.wikidata.org/entity/Q128439019
Q105543149,Q105543149,http://www.wikidata.org/entity/Q105543149
Q60072810,Q60072810,http://www.wikidata.org/entity/Q60072810
Q98691106,Q98691106,http://www.wikidata.org/entity/Q98691106
Q60121934,Q60121934,http://www.wikidata.org/entity/Q60121934
Q72493281,Q72493281,http://www.wikidata.org/entity/Q72493281
Q58964998,Q58964998,http://www.wikidata.org/entity/Q58964998
Q60093868,Q60093868,http://www.wikidata.org/entity/Q60093868
Q115045621,Q115045621,http://www.wikidata.org/entity/Q115045621
Q60131648,Q60131648,http://www.wikidata.org/entity/Q60131648
Q60273439,Q60273439,http://www.wikidata.org/entity/Q60273439
Q68276688,Q68276688,http://www.wikidata.org/entity/Q68276688
Q132615748,Q132615748,http://www.wikidata.org/entity/Q132615748
Q59052505,Q59052505,http://www.wikidata.org/entity/Q59052505
Q58964557,Q58964557,http://www.wikidata.org/entity/Q58964557
Q105543158,Q105543158,http://www.wikidata.org/entity/Q105543158
Q60278527,Q60278527,http://www.wikidata.org/entity/Q60278527
Q44199995,Q44199995,http://www.wikidata.org/entity/Q44199995
Q107535728,Q107535728,http://www.wikidata.org/entity/Q107535728
Q93804122,Q93804122,http://www.wikidata.org/entity/Q93804122
Q64300689,Q64300689,http://www.wikidata.org/entity/Q64300689
Q60093036,Q60093036,http://www.wikidata.org/entity/Q60093036
Q81134457,Q81134457,http://www.wikidata.org/entity/Q81134457
Q132749987,Q132749987,http://www.wikidata.org/entity/Q132749987
Q59060838,Q59060838,http://www.wikidata.org/entity/Q59060838
Q81191247,Q81191247,http://www.wikidata.org/entity/Q81191247
Q60068408,Q60068408,http://www.wikidata.org/entity/Q60068408
Q60072617,Q60072617,http://www.wikidata.org/entity/Q60072617
Q105543151,Q105543151,http://www.wikidata.org/entity/Q105543151
Q130078779,Q130078779,http://www.wikidata.org/entity/Q130078779
Q60262363,Q60262363,http://www.wikidata.org/entity/Q60262363
Q64308419,Q64308419,http://www.wikidata.org/entity/Q64308419
Q59075974,Q59075974,http://www.wikidata.org/entity/Q59075974
Q81104163,Q81104163,http://www.wikidata.org/entity/Q81104163
Q60130722,Q60130722,http://www.wikidata.org/entity/Q60130722
Q60277842,Q60277842,http://www.wikidata.org/entity/Q60277842
Q128310807,Q128310807,http://www.wikidata.org/entity/Q128310807
Q60095826,Q60095826,http://www.wikidata.org/entity/Q60095826
Q129199952,Q129199952,http://www.wikidata.org/entity/Q129199952
Q60125738,Q60125738,http://www.wikidata.org/entity/Q60125738
Q58943659,Q58943659,http://www.wikidata.org/entity/Q58943659
Q125778167,Q125778167,http://www.wikidata.org/entity/Q125778167
Q60079453,Q60079453,http://www.wikidata.org/entity/Q60079453
Q58934166,Q58934166,http://www.wikidata.org/entity/Q58934166
Q126105453,Q126105453,http://www.wikidata.org/entity/Q126105453
Q58973819,Q58973819,http://www.wikidata.org/entity/Q58973819
Q58992969,Q58992969,http://www.wikidata.org/entity/Q58992969
Q93803592,Q93803592,http://www.wikidata.org/entity/Q93803592
Q80879794,Q80879794,http://www.wikidata.org/entity/Q80879794
Q60067926,Q60067926,http://www.wikidata.org/entity/Q60067926
Q132738004,Q132738004,http://www.wikidata.org/entity/Q132738004
Q60275942,Q60275942,http://www.wikidata.org/entity/Q60275942
Q52030692,Q52030692,http://www.wikidata.org/entity/Q52030692
Q105543161,Q105543161,http://www.wikidata.org/entity/Q105543161
Q129155687,Q129155687,http://www.wikidata.org/entity/Q129155687
Q1210375,Aeronautica,http://www.wikidata.org/entity/Q1210375
Q4688359,Aeronautical Society,http://www.wikidata.org/entity/Q4688359
Q234450,Luftwaffe,http://www.wikidata.org/entity/Q234450
Q4688385,Aeronáutica Militar,http://www.wikidata.org/entity/Q4688385
